nh,anh,panh,inh,n,an,pan,in,ix,a,h,pa,pah,p,mẽhp,s,wr,ixwr,awr,je,w,ixw,aw,jej,ak,k,amn,amnep,ahpa,xa,ko,nhỹ,amne,am,j
,,,,,,,,,,hkwỳỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkwỳỳ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkõ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkõm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkõm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkõm,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wês,,,,,,,,,,,,,,
,,,,,,,,,,,,,prês,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mẽhprĩjaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wĩhti,,,,,,,,,,,,,,
,anhĩpêxta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩpêxta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩpêxta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpipãnh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpipãnh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpipãnh,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,korajĩ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,korajĩ,,,,,,,,,
,,,,,,,,,,,,,,,sitõ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pesêj,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akrà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkrà,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahita,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papaj,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,papaj,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pytĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axunhwỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxunhwỳ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamnàr,,,,,,,,,
,,,,,,,,ixkamnàr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkamnàr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kopja,,,,
,,,,,,,,,apja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sapja,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apur,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpur,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpur,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kugrà,,,,,,,,,
,,,,,,,,,,hkanhar,,,,,,,,,,,,,,,,,,,,,,,,
nhĩkẽnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩkẽnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkurê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuku,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamnuj
,,,,,,,,,,,,,,,,,,,,,,,,,kumã,,,,,,,,,
,,,,,,,,,,hkreta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkreta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakuhê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pamjaja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamjaja,,,,,,,,,
,,,,,,,,,,,,,pajarẽ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàmra,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàmra,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixirerek,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hirerek,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hinhu,,,,,,,,,,,,,,,,,,,,,,,,
nhĩkôôti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axpu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhgrà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhgrà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jõhti
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jõhtija
,,,,,,,,,,,paxàhkre,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhnõr,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahijaja,,,,,,,,,,,,,,,,,,,,,,,
,,,,nĩnĩwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nitita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akator,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkator,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakator,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wamta,,,,,,,,,,,,,,
,,,,,,,,,,,,,pyxire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kawax,,,,,,,,,
,,,,,,,,,,htõjê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atõjê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtõjê,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtõjê,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuxi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krẽr,,,,,,,,,
,,,,,,,,,,hkrẽr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,higrõt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarê
,,,,,,,,,,,,,,,,,,,,,,,,,karê,,,,,,,,,
,,,,,,,,,,,,,parê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,warê,,,,,,,,,,,,,,
,,,,,,,,,,harê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amỹtà,
,,,,,,,,,amỹtà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pikata,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwênh,,,,,,,,,
,,,,,,,,,,,,,parta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,him,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpur,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaàkre,,,,,,,,,
,anhĩpê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩpê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩpê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,harênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parênh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarênh
,,,,,,,,,,hôptĩ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaê
,,,,,,,,,,haê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩptà,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩptà,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxkrit,,,,,,,,,
,,,,,,,,,anijaja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prik,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkagà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akagà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,purta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkàr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakàr
,,,,,,,,,,hakàr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamnhar,,,,,,,,,
,,,,,,,,,,haprôr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japrôr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amũxu,
,,,,,,,,,amũxu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakwỳ,,,,,,,,,
,,,,,,,,,,hity,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wẽnê,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japrô
,,,,,,,,,,haprô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwrỳnh,,,,,,,,,
,,,,,,,inhgryk,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,haxênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaxênh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amyjaja,
,,,,,,,,,amyjaja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmyjaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kawrà,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kugjê,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kêtja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jêtja
,,,,,,,,,,,,,punu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panoo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahprĩ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahprĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuprãr,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kraa,,,,,,,,,
,,,,,,,,,,hkraa,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkraa,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htõõ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atõõ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karàre,,,,,,,,,
,,,,,,,,ixàmnênh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,niti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hipôk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akurẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkurẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpyma,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpyma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apyma,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nopyma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pasiiti,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pasiiti,,,,,,,,,,,,,,,,,,,,,
nhĩpôk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩpôk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuxà,,,,,,,,,
,,,inhĩhkrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩhkrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmõr,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhõja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhõja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhõta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhõta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhõta,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhõta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hakrêx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakrêx
,,,,nỳt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atẽmre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jenẽjare,,,,,,,,,,,,,,,
,,,,,,,,ixkupê,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkupê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhõnh,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japjêê
,,,,,,,,,,,,,prat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japjê
,,,,,,,,,ajuta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htẽmta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtẽmta,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩgrõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩgrõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuprỳ,,,,,,,,,
,,,,,,,,,,hkuprỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtõja,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atõja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htõja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sitõja,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaã
,,,,,,,,,,,,,,,,,,,,,,,,,kanaã,,,,,,,,,
,,,,,,,,ixrohã,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hirot,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kryy,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awryy,,,,,,,,,,,,
,,,,,,,,,awryy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pãwtita,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sẽre,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakrã,,,,,,,,,
,,,,,,,,,,hikjê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akapẽrta,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapẽrta,,,,,,,,,
,,,,,,,,,,hipu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sejarej,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papos,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,piripos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaprỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,saf,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahê,,,,,,,,,
,,,,,,,,ixàmnàr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàmnàr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atõx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtõx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtõx,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htõx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩre,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩre,
,,,,,,,,,amnhĩre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ixwrỳỳta,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,ixwrỳỳta,,,,,,,,,,,,,
,,,,,,,,ixwrỳỳta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kãnja,,,,,,,,,
,,,,,,,,,,,,,,,semãnja,,,,,,,,,,,,,,,,,,,
nhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaka
,,,,,,,,,,haka,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krisja,,,,,,,,,
,,,,,,,,,,hkamẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkamẽ,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩrõnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩrõnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htỳxja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hapu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupĩ,,,,,,,,,
,,,,,,,inhgjêx,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanhê,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakjê
,,,,,,,,,,htỳxre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpãnhã,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpata,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papata,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apata,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mẽhprĩjê,,,,,,,,,,,,,,,,,,,,
,,,,nhôr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mẽhprĩrejê,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akunok,,,,,,,,,,
,,,,,,,,,akunok,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kutu,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awỳrja,,,,,,,,,,,,
,,,,,,,,,awỳrja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahtõjê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahtõjê,,,,,,,,,,,,,,,,,,,,,
,,panhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhũrer,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhũrer,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhũrer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxônh,,,,,,,,,
,anhĩõta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩõta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩõta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahprõ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahprõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkwỳm,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkwỳm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarejê
,,,,,,,,ixàà,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pyràà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàhkĩnh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagô,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaprỳta,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japêja
,,,,,,,,,,,,,,,,,,,,wamtajê,,,,,,,,,,,,,,
,,,,,,,,,ahpanh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kêwe,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳhtã,,,,,,,,,
,,,,,,,,,ajaxà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anijê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nijê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahijê,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hijê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akunha,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kunha,,,,,,,,,
,,,,,,,,,akunha,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jahpa
,,,,,,,,,,,,,,,,,,,,,,,,,kahpa,,,,,,,,,
,,,,,,,,,,,,,pahpa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩjê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,ixwỳrta,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awỳrta,,,,,,,,,,,,
,,,,,,,,ixwỳrta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hwỳrta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,awỳrta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jeriko,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeriko
,,,,,,,,,,hton,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katon,,,,,,,,,
,,,,,,,,ixkaton,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩhkjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩhkjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxohtô,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axohtô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,petake,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahtêp,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàhtêp,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumẽnre
,,,,,,,,,,hkujate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,petãn,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hikra,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,paxêx,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpumu,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpumu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahtak,,,,,,,,,,,,,,,,,,,,,,,
