sime,bal,d,da,le,a,ab,ku,i,o,su,je,kuy,m,ma,cekawẽ,jekawẽ,ekawẽ,om,im,wuyed,mat,cekaw,jekaw,ekaw,cr,ceka,jeka,eka,c,j
,,,,,,,,,,,jebak,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeawa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cumi,
,,,,,,,,ijuju,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idipan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixepti,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeawẽg
,,,,,,,,ipidase,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mamãi,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mamãi,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebodoy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebodoy,
,,,,,,,,,,,jeebodoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikatẽg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeapũn
,,,,,,,,,,,,kuyjeap,,,,,,,,,,,,,,,,,,
,,,,,abicũg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekuy
,,,,,,,,,,,jebuwuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebuwuy
,,,,,,,,iõmõmap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imunẽm,,,,,,,,,,,
,,,,,,,,,,,jemunẽm,,,,,,,,,,,,,,,,,,,
,,,,,,,,imunẽm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemunẽm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemunẽm,
,,,,,,,,,,subumuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebidim
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jea
,,,,,,,,,,,jekõewut,,,,,,,,,,,,,,,,,,,
,,,daxijoap,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,awaydip,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cekawẽnbapuk,,,,,,,,,,,,,,,
,,,,,,,,ijoceam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuisun,,,,,,,,,,,,
,,,,,,,,,,,,,muisun,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuisun,,,,,,,,,,,
,,,,,,,,,omuwẽg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imuwẽg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jejoro,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imên,,,,,,,,,,,
,,,,,,,,imên,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omudocat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imẽnmẽn,,,,,,,,,,,
,,,,,,,,imẽnmẽn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okadiat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iohe,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajore,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jejore,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepereap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,opereap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekum
,,,,,,,,,,,,,,,,,ekawẽnpa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cekawẽnpa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ekawẽnpa,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cekawẽnpa,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekawẽnpa,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekawẽnpa,,,,
,,,daream,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itom,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jektom,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jektom
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeeõm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekukan
,,,,,,,,,omuxi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocabik,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cecoat,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumento
,,,,,,,,,oikat,,,,,,,,,,,,,,,,,,,,,
,,,,,atupmõg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajoreyũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekorara,,,,,,,,,,,,,,,,,,,
,,,,,ataida,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muwesõg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebui
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemap,
,,,daomũnap,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocoap,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jomuyat
,,,,,,,,itkap,,,,,,,,,,,,,,,,,,,,,,
,,,,,aiyuuui,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxeayũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexeayũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexeayũ
,,deusat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muyak,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexewiat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxewiat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoxĩn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebayũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebayũ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebayũ,
,,,,,,,,ijudup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibitpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijasũn,,,,,,,,,,,,,,,,,,,,,,
,,dujujẽm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suinuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otinuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judeuy
,,,,,,,,,okaykay,,,,,,,,,,,,,,,,,,,,,
,,,,,acekõn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocekõn,,,,,,,,,,,,,,,,,,,,,
,,,,,acejede,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejede,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixexet,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibaat,,,,,,,,,,,,,,,,,,,,,,
,,,,,apên,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibũnbũn,,,,,,,,,,,,,,,,,,,,,,
,,,,,aptim,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeum
,,,,lemá,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icemãn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mariayũ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mariayũ,,,,,,,,,,,,,,,,,
,,,,,,,,iwarun,,,,,,,,,,,,,,,,,,,,,,
,,,,,aptum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iaptum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,isabel,,,,,,,,,,,,,,,,,,,,,,
,,,,,aypa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oatõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mupig,,,,,,,,,,,,,,,,,
,,,,,,,,,okpon,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idikõn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jededem
,,,,,,,,,,subuteta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obadip,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibadip,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebadip,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joroh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejoro
,,,,,,,,,odobede,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenuyap
,,,,,,,,ibuipuk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jukukuk
,,,daypu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daypu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otaxijo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,justo
,,,,,augusto,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cirênio,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebutet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cucuayũ,
,,,,,,,,,obuxee,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cucu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cecũam,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocoayũ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepin
,,,,,,abilene,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abilene,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ituréia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mukacũg,,,,,,,,,,,,,,,,,
,,,,,acepere,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocepere,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mãmãmãm,,,,,,,,,,,,,,,,,
,,,,,awẽm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,awẽwẽm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,melqui,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janai
,,,,,,,,,,,,,,matias,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,matias,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,matatias,,,,,,,,,
,,,,,,,,,,,,,,matatias,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,maate,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joanã
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosã,
,,,,,adão,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorim
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jonã
,,,,,,,,,,,,,meleá,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,maná,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mená,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,matata,,,,,,,,,,,,,,,,,
,,,,,admim,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,arni,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cainã,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarete
,,,,,,,,,,,,,,maleleel,,,,,,,,,,,,,,,,
,,,,,,,,itedup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukadop,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mana,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cereg,
,,,,,adah,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocexewi,,,,,,,,,,,,,,,,,,,,,
,,,,,akoh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kurekoh,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aximãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepirig,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepirig
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepirig,
,,,,,,,,,,,,,mutabut,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omutabut,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imutabut,,,,,,,,,,,
,,dujuõm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otupu,,,,,,,,,,,,,,,,,,,,,
,,dukta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suimuõm,,,,,,,,,,,,,,,,,,,,
,,,,,atimuõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jediepuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibakẽrẽ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibaatpa,,,,,,,,,,,,,,,,,,,,,,
,,,,,awẽwẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jawẽwẽ
,,,,,,,,,,,jewawẽwẽ,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibũrũn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwajem,,,,,,,,,,,,,,,,,,,,,,
,,,,,abig,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibikbig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocebure,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mudodon,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omudon,,,,,,,,,,,,
,,,,,,,,,,,,,mudon,,,,,,,,,,,,,,,,,
,,,,,,,,,omudon,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caim,
,,,,,,,,,,suimubot,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetadim,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetadim
,,,,,,,,,,suisup,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suimude,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,orerem,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,irerem,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cewero,
,,,,,,,,ixeptim,,,,,,,,,,,,,,,,,,,,,,
,,,,,axeptim,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joana
,,,,,,,,,,susana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuza,
,,,,,,,,,,,jedae,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedae
,,,,,apẽnape,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibita,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jejeata,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejeata
,,,,,,,,imusop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipoxi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakõmap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cũh,
,,,daudau,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daudau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,doze,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janug
,,,,,,,,itaxet,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemunaẽ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemunaẽ
,,,,,,,,,okpiceg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekug
,,,,,,,,,,,jewekug,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewekug
,,,,,,,,,,,jewedayo,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,marta,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carta,
,,,,,,,,,,,,,marta,,,,,,,,,,,,,,,,,
,,,,,,,,ikibit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekibit,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okibit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekawen,,,
,,dopsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekuap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekuap,
,,,,,,,,ikoro,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mẽnku,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebodi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebodi,
,,,,,,,,ipoxiat,,,,,,,,,,,,,,,,,,,,,,
,,dadadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipiju,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedoti
,,,,,adaat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepicat,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cetag,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekapikam,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jatiat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymuõm
,,,,,,,,,,,jeymujẽm,,,,,,,,,,,,,,,,,,,
,,,,,aloé,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedog,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otũnmõg,,,,,,,,,,,,,,,,,,,,,
,,,,,adaan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aceõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceipi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedukã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedukã
,,,,,,,,,odakoy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuweg,,,,,,,,,,,
,,,,,,,,,,,,,muweg,,,,,,,,,,,,,,,,,
,,,,,,,,imuweg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocebu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceõhõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oekuiat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepa,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepa
,,,daosuw,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daosuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suiyuk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekaxero,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekaxero,,,
,,,,,,,,,,,jekaxero,,,,,,,,,,,,,,,,,,,
,,,,,anõmnõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onõmnõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itabiku,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemesa,
,,,,,,,,,,,,,,,,,ekawẽng,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ekawẽng,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekawẽng,,
,,,,,,,,,,,jepitiat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joceku
,,daidada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,isopat,,,,,,,,,,,,,,,,,,,,,,
,,,,,akijuat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepopom,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepopom
,,,,,atoro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mucayan,,,,,,,,,,,,,,,,,
,,,,,atog,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daobiwẽg,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxeacat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexeacat,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixaat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeaewãwã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,munẽmap,,,,,,,,,,,,,,,,,
,,,,,aeduap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewago,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewago
,,,,,,,,,,,,,muaypan,,,,,,,,,,,,,,,,,
,,,,,,,,ikamu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukamu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewat
,,,,,,,,,,,jeweig,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeweig
,,,,,,,,,,,jeweik,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeweik
,,,,,,,,,,,,kuyjeatup,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekũm,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekũm
,,,,,,,,ijudi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,owejuat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeiwat
,,,,,,,,,,,jewerũg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewerũg
,,,,,adiayey,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebuap
,,,,,,,,imupok,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewejojo,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mubapug,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muytin,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejeje,,,,,,,,,,,,,,,,,,,,,
,,daruk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kukatup,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikũmpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekũmpi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekũmpi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãan,
,,,,,,,,ikũykot,,,,,,,,,,,,,,,,,,,,,,
,,,,,apkũy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeerot,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeerot
,,,,,,,,,,,,,metros,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jecũcũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jecũcũ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cleopas,
,,,,,,,,,,,,,mubabi,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jejuapka,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetaan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetaan
,,,,,,,kuybut,,,,,,,,,,,,,,,,,,,,,,,
,,,,,asubit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odaohe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muwẽnmu,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemumug,,,,,,,,,,,,,,,,,,,
,,dopdop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekadian,,,
,,,,,,,,ijodian,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepaĩyũ
,,,,levitayũ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebiõg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,céfo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caná,
,,,,,,,,,,,,,maná,,,,,,,,,,,,,,,,,
,,,,,atibu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekaewexat,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewexat
,,,,,,,,,,,,,,,,jekawẽniat,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãati
,,,,,,,,,oitabun,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixibu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ooooh,,,,,,,,,,,,,,,,,,,,,
,,duooooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebekin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subumu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jordão
